node,product_id,seller_id,category,rating,review_count,degree,weighted_degree,max_overlap,mean_jaccard,max_jaccard,clustering_coeff,core_number,pagerank,community_id,community_density,seller_concentration,hazard_code,is_known_eu_sanction,is_true_dangerous,product_hazard_index,risk_tier,anomaly_prediction,is_suspicious,anomaly_score
prod_20003253,20003253,1000356,Jewelry & Accessories,4.08,201,417,648,33,0.0056,0.0188,0.0006,46,0.003189,714,0.0141,0.006,ELEC_SHOCK,False,True,0.3401,MODERATE_RISK,-1,True,-0.2346
prod_20002600,20002600,1000249,Sports & Entertainment,4.13,231,423,723,41,0.0053,0.0181,0.0007,46,0.003516,714,0.0141,0.006,NONE,False,False,0.3415,MODERATE_RISK,-1,True,-0.2335
prod_20004141,20004141,1000477,Automotive,4.14,215,407,686,48,0.0055,0.0243,0.0007,46,0.003294,714,0.0141,0.006,NONE,False,False,0.3349,MODERATE_RISK,-1,True,-0.2316
prod_20002589,20002589,1000154,Jewelry & Accessories,4.17,211,435,672,41,0.0053,0.0206,0.0006,46,0.003372,714,0.0141,0.006,NONE,False,False,0.3254,MODERATE_RISK,-1,True,-0.2316
prod_20004456,20004456,1000335,Consumer Electronics,4.15,221,451,714,31,0.0053,0.0194,0.0006,46,0.003501,714,0.0141,0.006,NONE,False,False,0.3431,MODERATE_RISK,-1,True,-0.2313
prod_20002046,20002046,1000008,Jewelry & Accessories,2.0,1,4,4,1,0.3763,1.0,0.004,4,7.3e-05,732,0.6667,0.25,NONE,False,False,0.041,LOW_RISK,-1,True,-0.2311
prod_20002559,20002559,1000039,Consumer Electronics,4.18,212,426,698,41,0.0055,0.0211,0.0007,46,0.003326,714,0.0141,0.006,NONE,False,False,0.3309,MODERATE_RISK,-1,True,-0.23
prod_20002692,20002692,1000364,Sports & Entertainment,4.15,179,421,634,39,0.006,0.0244,0.0006,46,0.003116,714,0.0141,0.006,NONE,False,False,0.3173,MODERATE_RISK,-1,True,-0.2287
prod_20002543,20002543,1000262,Home & Garden,4.17,201,401,654,37,0.0058,0.0181,0.0007,46,0.003173,714,0.0141,0.006,NONE,False,False,0.3271,MODERATE_RISK,-1,True,-0.2225
prod_20001853,20001853,1000033,Jewelry & Accessories,4.14,178,404,614,26,0.0061,0.0191,0.0007,46,0.002971,282,0.013,0.007,NONE,False,False,0.3659,HIGH_RISK,-1,True,-0.2192
prod_20001946,20001946,1000328,Automotive,3.0,1,4,4,1,0.3763,1.0,0.004,4,7.3e-05,732,0.6667,0.25,NONE,False,False,0.0586,LOW_RISK,-1,True,-0.2189
prod_20002617,20002617,1000409,Computer & Office,4.27,195,378,608,33,0.0059,0.0233,0.0007,46,0.002971,714,0.0141,0.006,CHOKE_CHILD,True,True,0.4008,HIGH_RISK,-1,True,-0.2187
prod_20002353,20002353,1000058,Tools & Home Improvement,4.04,166,351,534,25,0.0064,0.0192,0.0007,46,0.002561,282,0.013,0.007,NONE,False,False,0.2938,MODERATE_RISK,-1,True,-0.2124
prod_20003810,20003810,1000387,Sports & Entertainment,4.27,153,353,507,25,0.0066,0.0192,0.0006,46,0.002521,282,0.013,0.007,NONE,False,False,0.2727,MODERATE_RISK,-1,True,-0.2115
prod_20003290,20003290,1000294,Home & Garden,1.0,1,9,9,1,0.2121,1.0,0.0031,9,8.5e-05,541,0.15,0.08,NONE,False,False,0.0543,LOW_RISK,-1,True,-0.2078
prod_20001425,20001425,1000110,Automotive,4.26,152,346,527,31,0.0069,0.0181,0.0007,46,0.002581,714,0.0141,0.006,NONE,False,False,0.2918,MODERATE_RISK,-1,True,-0.2055
prod_20000947,20000947,1000083,Automotive,4.05,150,341,498,28,0.0067,0.0182,0.0007,46,0.002461,714,0.0141,0.006,NONE,False,False,0.2783,MODERATE_RISK,-1,True,-0.2048
prod_20002217,20002217,1000283,Jewelry & Accessories,4.1,144,325,498,26,0.0071,0.0211,0.0008,46,0.002466,714,0.0141,0.006,NONE,False,False,0.2845,MODERATE_RISK,-1,True,-0.2047
prod_20004384,20004384,1000332,Computer & Office,4.14,152,358,506,21,0.0066,0.0187,0.0006,46,0.002465,714,0.0141,0.006,NONE,False,False,0.2825,MODERATE_RISK,-1,True,-0.2015
prod_20002542,20002542,1000340,Phones & Telecommunications,4.2,147,315,461,23,0.0069,0.0194,0.0007,46,0.002281,282,0.013,0.007,NONE,False,False,0.2681,MODERATE_RISK,-1,True,-0.1943
prod_20004244,20004244,1000387,Computer & Office,4.19,135,296,447,31,0.0072,0.0186,0.0008,46,0.002194,714,0.0141,0.006,NONE,False,False,0.257,MODERATE_RISK,-1,True,-0.1918
prod_20002041,20002041,1000072,Sports & Entertainment,4.21,160,365,538,18,0.0067,0.0204,0.0006,46,0.002652,714,0.0141,0.006,NONE,False,False,0.3416,MODERATE_RISK,-1,True,-0.1893
prod_20003161,20003161,1000320,Phones & Telecommunications,4.3,130,296,443,24,0.0076,0.0225,0.0008,46,0.002166,714,0.0141,0.006,NONE,False,False,0.2616,MODERATE_RISK,-1,True,-0.188
prod_20004127,20004127,1000196,Automotive,4.17,129,312,458,25,0.0076,0.0214,0.0008,46,0.002223,714,0.0141,0.006,NONE,False,False,0.2666,MODERATE_RISK,-1,True,-0.1868
prod_20000841,20000841,1000340,Computer & Office,4.04,119,266,386,23,0.008,0.0201,0.0008,46,0.001911,282,0.013,0.007,NONE,False,False,0.2511,MODERATE_RISK,-1,True,-0.1848
prod_20004209,20004209,1000125,Sports & Entertainment,4.18,118,287,406,22,0.0078,0.0211,0.0008,46,0.002001,282,0.013,0.007,NONE,False,False,0.2573,MODERATE_RISK,-1,True,-0.1823
prod_20004073,20004073,1000241,Automotive,4.12,123,291,408,19,0.0077,0.0203,0.0007,46,0.002018,282,0.013,0.007,NONE,False,False,0.2649,MODERATE_RISK,-1,True,-0.1807
prod_20002569,20002569,1000300,Jewelry & Accessories,4.19,115,276,387,21,0.0081,0.0242,0.0007,46,0.001875,714,0.0141,0.006,NONE,False,False,0.2484,MODERATE_RISK,-1,True,-0.1705
prod_20004103,20004103,1000447,Home & Garden,1.0,1,3,3,1,0.3494,1.0,0.0033,3,6.3e-05,282,0.013,0.007,NONE,False,False,0.0585,LOW_RISK,-1,True,-0.1704
prod_20001309,20001309,1000267,Sports & Entertainment,4.13,119,252,371,29,0.0079,0.0233,0.0009,46,0.001801,714,0.0141,0.006,NONE,False,False,0.238,MODERATE_RISK,-1,True,-0.1684
prod_20000888,20000888,1000095,Jewelry & Accessories,4.0,1,9,9,1,0.2121,1.0,0.0031,9,8.5e-05,541,0.15,0.08,NONE,False,False,0.0575,LOW_RISK,-1,True,-0.1665
prod_20001659,20001659,1000474,Consumer Electronics,3.0,1,3,3,1,0.1878,0.5,0.003,3,5.7e-05,732,0.6667,0.25,NONE,False,False,0.0505,LOW_RISK,-1,True,-0.1633
prod_20001142,20001142,1000074,Consumer Electronics,4.12,108,243,344,20,0.0085,0.0268,0.0008,46,0.001698,282,0.013,0.007,NONE,False,False,0.2391,MODERATE_RISK,-1,True,-0.1618
prod_20004554,20004554,1000198,Jewelry & Accessories,2.0,1,3,3,1,0.4526,1.0,0.003,3,7.2e-05,714,0.0141,0.006,NONE,False,False,0.057,LOW_RISK,-1,True,-0.1614
prod_20002291,20002291,1000069,Jewelry & Accessories,4.0,2,7,7,1,0.2236,0.5,0.0026,4,0.000101,732,0.6667,0.25,NONE,False,False,0.0493,LOW_RISK,-1,True,-0.1592
prod_20004472,20004472,1000373,Phones & Telecommunications,3.78,93,212,284,14,0.009,0.0194,0.0008,46,0.001399,501,0.0146,0.015,NONE,False,False,0.2118,MODERATE_RISK,-1,True,-0.1563
prod_20001149,20001149,1000416,Jewelry & Accessories,4.17,106,270,360,18,0.0084,0.0219,0.0007,46,0.001758,714,0.0141,0.006,NONE,False,False,0.2503,MODERATE_RISK,-1,True,-0.1547
prod_20004017,20004017,1000462,Sports & Entertainment,2.0,1,3,3,1,0.3494,1.0,0.0033,3,6.3e-05,282,0.013,0.007,NONE,False,False,0.0409,LOW_RISK,-1,True,-0.1541
prod_20001500,20001500,1000405,Consumer Electronics,4.39,92,213,277,13,0.0089,0.0207,0.0008,46,0.001412,923,0.0278,0.022,NONE,False,False,0.2082,MODERATE_RISK,-1,True,-0.1535
prod_20001235,20001235,1000145,Phones & Telecommunications,4.0,1,2,2,1,0.2525,0.5,0.003,2,5.6e-05,541,0.15,0.08,NONE,False,False,0.0474,LOW_RISK,-1,True,-0.149
prod_20000977,20000977,1000371,Home & Garden,3.0,1,3,3,1,0.5208,1.0,0.003,3,8.6e-05,501,0.0146,0.015,CHOKE_CHILD,True,True,0.301,MODERATE_RISK,-1,True,-0.1477
prod_20002959,20002959,1000224,Jewelry & Accessories,5.0,1,3,3,1,0.4643,1.0,0.003,3,7.6e-05,923,0.0278,0.022,NONE,False,False,0.0695,LOW_RISK,-1,True,-0.1474
prod_20002418,20002418,1000273,Tools & Home Improvement,4.0,1,3,3,1,0.4643,1.0,0.003,3,7.6e-05,923,0.0278,0.022,NONE,False,False,0.055,LOW_RISK,-1,True,-0.1472
prod_20004130,20004130,1000441,Sports & Entertainment,4.15,101,228,325,19,0.009,0.0254,0.0008,46,0.001606,714,0.0141,0.006,NONE,False,False,0.2316,MODERATE_RISK,-1,True,-0.1468
prod_20003138,20003138,1000364,Sports & Entertainment,4.23,108,246,341,18,0.0082,0.0182,0.0008,46,0.001667,714,0.0141,0.006,NONE,False,False,0.2233,MODERATE_RISK,-1,True,-0.1461
prod_20003071,20003071,1000010,Phones & Telecommunications,4.16,87,223,300,21,0.0092,0.0229,0.0009,46,0.001488,714,0.0141,0.006,NONE,False,False,0.221,MODERATE_RISK,-1,True,-0.1445
prod_20004552,20004552,1000334,Computer & Office,2.0,1,2,2,1,0.375,0.5,0.003,2,5.8e-05,923,0.0278,0.022,NONE,False,False,0.1334,LOW_RISK,-1,True,-0.1434
prod_20001779,20001779,1000170,Tools & Home Improvement,4.09,90,231,315,18,0.0092,0.02,0.0009,46,0.001534,714,0.0141,0.006,NONE,False,False,0.2293,MODERATE_RISK,-1,True,-0.142
prod_20004610,20004610,1000256,Consumer Electronics,4.03,90,243,326,14,0.0093,0.0263,0.0008,46,0.001596,714,0.0141,0.006,NONE,False,False,0.226,MODERATE_RISK,-1,True,-0.1416
prod_20002519,20002519,1000393,Jewelry & Accessories,4.22,110,225,301,19,0.008,0.0168,0.0008,46,0.0015,714,0.0141,0.006,NONE,False,False,0.2186,MODERATE_RISK,-1,True,-0.1414
prod_20000869,20000869,1000304,Jewelry & Accessories,3.99,86,230,282,16,0.0093,0.0204,0.0007,46,0.001454,714,0.0141,0.006,NONE,False,False,0.2105,MODERATE_RISK,-1,True,-0.1407
prod_20001044,20001044,1000082,Consumer Electronics,4.35,92,242,299,16,0.0089,0.02,0.0006,46,0.001541,714,0.0141,0.006,NONE,False,False,0.2262,MODERATE_RISK,-1,True,-0.1398
prod_20003527,20003527,1000184,Phones & Telecommunications,4.27,100,210,302,19,0.0086,0.0187,0.0009,46,0.001496,714,0.0141,0.006,NONE,False,False,0.2147,MODERATE_RISK,-1,True,-0.1395
prod_20004340,20004340,1000376,Sports & Entertainment,4.14,91,228,303,15,0.0091,0.0211,0.0008,46,0.00151,282,0.013,0.007,NONE,False,False,0.2151,MODERATE_RISK,-1,True,-0.1377
prod_20003661,20003661,1000142,Jewelry & Accessories,4.04,96,237,315,15,0.0087,0.0194,0.0008,46,0.001535,714,0.0141,0.006,NONE,False,False,0.2299,MODERATE_RISK,-1,True,-0.1377
prod_20001673,20001673,1000123,Computer & Office,4.15,97,240,328,17,0.0089,0.0273,0.0008,46,0.001582,714,0.0141,0.006,NONE,False,False,0.2309,MODERATE_RISK,-1,True,-0.1371
prod_20004555,20004555,1000133,Sports & Entertainment,5.0,1,3,3,1,0.2217,0.5,0.003,3,5.9e-05,541,0.15,0.08,NONE,False,False,0.0652,LOW_RISK,-1,True,-0.1363
prod_20000766,20000766,1000425,Tools & Home Improvement,4.09,93,212,284,18,0.0087,0.0252,0.0009,46,0.001445,714,0.0141,0.006,NONE,False,False,0.2216,MODERATE_RISK,-1,True,-0.1359
prod_20004539,20004539,1000065,Tools & Home Improvement,3.0,1,3,3,1,0.4526,1.0,0.003,3,7.2e-05,714,0.0141,0.006,NONE,False,False,0.0423,LOW_RISK,-1,True,-0.1356
prod_20000764,20000764,1000149,Automotive,5.0,1,3,3,1,0.5208,1.0,0.003,3,8.6e-05,501,0.0146,0.015,NONE,False,False,0.0634,LOW_RISK,-1,True,-0.1338
prod_20001794,20001794,1000028,Automotive,4.2,94,218,283,16,0.0089,0.0206,0.0008,46,0.001447,282,0.013,0.007,NONE,False,False,0.2114,MODERATE_RISK,-1,True,-0.1329
prod_20001700,20001700,1000380,Home & Garden,4.21,87,210,281,17,0.0093,0.0217,0.0009,46,0.00137,282,0.013,0.007,NONE,False,False,0.218,MODERATE_RISK,-1,True,-0.1328
prod_20002305,20002305,1000073,Sports & Entertainment,5.0,1,2,2,1,0.5072,1.0,0.003,2,7.2e-05,714,0.0141,0.006,ELEC_SHOCK,True,True,0.2485,MODERATE_RISK,-1,True,-0.1321
prod_20001836,20001836,1000014,Jewelry & Accessories,5.0,1,2,2,1,0.5072,1.0,0.003,2,7.2e-05,714,0.0141,0.006,NONE,False,False,0.059,LOW_RISK,-1,True,-0.1321
prod_20000961,20000961,1000238,Automotive,4.05,106,238,320,12,0.0083,0.0216,0.0008,46,0.001589,714,0.0141,0.006,NONE,False,False,0.222,MODERATE_RISK,-1,True,-0.132
prod_20004778,20004778,1000312,Computer & Office,2.0,1,7,7,1,0.149,1.0,0.0057,7,6.9e-05,714,0.0141,0.006,NONE,False,False,0.0878,LOW_RISK,-1,True,-0.1294
prod_20001926,20001926,1000472,Automotive,3.93,60,164,214,10,0.012,0.0395,0.001,46,0.001085,923,0.0278,0.022,NONE,False,False,0.1859,MODERATE_RISK,-1,True,-0.129
prod_20001969,20001969,1000317,Phones & Telecommunications,4.16,86,217,295,15,0.0096,0.0248,0.0009,46,0.001416,714,0.0141,0.006,NONE,False,False,0.2099,MODERATE_RISK,-1,True,-0.1252
prod_20002615,20002615,1000364,Sports & Entertainment,4.0,70,176,237,15,0.0105,0.0227,0.0011,46,0.001144,282,0.013,0.007,NONE,False,False,0.2021,MODERATE_RISK,-1,True,-0.1237
prod_20003991,20003991,1000309,Phones & Telecommunications,4.0,68,169,231,17,0.011,0.0244,0.0011,46,0.001158,282,0.013,0.007,NONE,False,False,0.2044,MODERATE_RISK,-1,True,-0.1232
prod_20002086,20002086,1000234,Home & Garden,4.11,83,193,248,16,0.0097,0.0222,0.0008,46,0.001257,282,0.013,0.007,NONE,False,False,0.2006,MODERATE_RISK,-1,True,-0.1232
prod_20002175,20002175,1000499,Computer & Office,4.23,81,209,267,15,0.0097,0.022,0.0008,46,0.001325,282,0.013,0.007,NONE,False,False,0.2093,MODERATE_RISK,-1,True,-0.1224
prod_20003879,20003879,1000150,Home & Garden,5.0,1,5,5,1,0.3124,1.0,0.0032,5,7.1e-05,923,0.0278,0.022,NONE,False,False,0.0605,LOW_RISK,-1,True,-0.1206
prod_20002298,20002298,1000283,Sports & Entertainment,5.0,1,5,5,1,0.3124,1.0,0.0032,5,7.1e-05,923,0.0278,0.022,NONE,False,False,0.0642,LOW_RISK,-1,True,-0.1206
prod_20004943,20004943,1000499,Jewelry & Accessories,4.16,80,207,280,15,0.0101,0.0243,0.0009,46,0.001385,714,0.0141,0.006,NONE,False,False,0.2216,MODERATE_RISK,-1,True,-0.1179
prod_20004003,20004003,1000245,Automotive,4.06,65,190,244,17,0.0116,0.0238,0.0008,46,0.001211,714,0.0141,0.006,NONE,False,False,0.2036,MODERATE_RISK,-1,True,-0.1167
prod_20002243,20002243,1000165,Tools & Home Improvement,4.02,87,201,262,13,0.009,0.0225,0.001,46,0.001272,714,0.0141,0.006,NONE,False,False,0.2102,MODERATE_RISK,-1,True,-0.1164
prod_20002869,20002869,1000300,Computer & Office,4.37,75,182,225,11,0.0101,0.0235,0.0008,46,0.001163,501,0.0146,0.015,NONE,False,False,0.2022,MODERATE_RISK,-1,True,-0.1162
prod_20001692,20001692,1000352,Jewelry & Accessories,5.0,1,3,3,1,0.3848,1.0,0.003,3,6.5e-05,282,0.013,0.007,NONE,False,False,0.0445,LOW_RISK,-1,True,-0.1158
prod_20002975,20002975,1000458,Automotive,3.0,2,5,5,1,0.1313,0.5,0.0028,4,7.2e-05,541,0.15,0.08,NONE,False,False,0.0589,LOW_RISK,-1,True,-0.1158
prod_20004515,20004515,1000497,Home & Garden,3.92,73,179,222,12,0.0108,0.0238,0.0007,46,0.001139,282,0.013,0.007,CHEM_TOXIC,True,True,0.2961,MODERATE_RISK,-1,True,-0.1152
prod_20001080,20001080,1000447,Tools & Home Improvement,4.0,1,3,3,1,0.3848,1.0,0.003,3,6.5e-05,282,0.013,0.007,NONE,False,False,0.0585,LOW_RISK,-1,True,-0.115
prod_20004743,20004743,1000097,Phones & Telecommunications,4.5,2,4,4,1,0.1691,0.5,0.0019,3,7.6e-05,541,0.15,0.08,NONE,False,False,0.028,LOW_RISK,-1,True,-0.115
prod_20002020,20002020,1000018,Tools & Home Improvement,3.79,78,176,240,12,0.01,0.0247,0.001,46,0.001204,714,0.0141,0.006,CHEM_TOXIC,True,True,0.3125,MODERATE_RISK,-1,True,-0.1145
prod_20003184,20003184,1000211,Home & Garden,3.88,73,199,255,11,0.0106,0.0215,0.0008,46,0.001245,714,0.0141,0.006,UNCERTIFIED_MED,True,True,0.3251,MODERATE_RISK,-1,True,-0.1145
prod_20001923,20001923,1000375,Tools & Home Improvement,5.0,1,4,4,1,0.3345,1.0,0.0042,4,7e-05,282,0.013,0.007,NONE,False,False,0.0574,LOW_RISK,-1,True,-0.1124
prod_20001104,20001104,1000286,Jewelry & Accessories,5.0,1,4,4,1,0.3345,1.0,0.0042,4,7e-05,282,0.013,0.007,NONE,False,False,0.0495,LOW_RISK,-1,True,-0.1124
prod_20003468,20003468,1000362,Automotive,4.29,92,218,277,11,0.0089,0.0217,0.0008,46,0.001421,714,0.0141,0.006,NONE,False,False,0.2367,MODERATE_RISK,-1,True,-0.112
prod_20004247,20004247,1000450,Tools & Home Improvement,1.0,1,0,0,0,0.0,0.0,0.0,0,3.6e-05,706,0.0,1.0,ELEC_SHOCK,False,True,0.121,LOW_RISK,-1,True,-0.1115
prod_20004816,20004816,1000463,Jewelry & Accessories,4.0,1,3,3,1,0.3455,1.0,0.0033,3,6.2e-05,282,0.013,0.007,NONE,False,False,0.0278,LOW_RISK,-1,True,-0.1107
prod_20002515,20002515,1000456,Home & Garden,5.0,1,3,3,1,0.3455,1.0,0.0033,3,6.2e-05,282,0.013,0.007,NONE,False,False,0.0503,LOW_RISK,-1,True,-0.1103
prod_20004834,20004834,1000332,Home & Garden,5.0,1,3,3,1,0.3481,1.0,0.003,3,6.2e-05,282,0.013,0.007,NONE,False,False,0.0806,LOW_RISK,-1,True,-0.11
prod_20001307,20001307,1000193,Sports & Entertainment,5.0,1,3,3,1,0.3481,1.0,0.003,3,6.2e-05,282,0.013,0.007,CHOKE_CHILD,True,True,0.2353,MODERATE_RISK,-1,True,-0.11
prod_20000967,20000967,1000032,Tools & Home Improvement,2.67,3,20,20,1,0.089,0.3333,0.0014,15,0.00014,541,0.15,0.08,NONE,False,False,0.0748,LOW_RISK,-1,True,-0.1094
prod_20004026,20004026,1000362,Automotive,4.42,71,194,243,14,0.0104,0.0254,0.0009,46,0.001205,714,0.0141,0.006,NONE,False,False,0.2373,MODERATE_RISK,-1,True,-0.1078
prod_20003825,20003825,1000040,Tools & Home Improvement,4.14,81,180,239,13,0.0099,0.0227,0.0009,46,0.001194,282,0.013,0.007,NONE,False,False,0.1939,MODERATE_RISK,-1,True,-0.1078
prod_20004895,20004895,1000156,Sports & Entertainment,4.22,67,187,234,13,0.011,0.0267,0.0008,46,0.001199,282,0.013,0.007,NONE,False,False,0.1892,MODERATE_RISK,-1,True,-0.1077
prod_20000921,20000921,1000202,Tools & Home Improvement,4.04,81,195,251,11,0.0098,0.023,0.0009,46,0.001203,714,0.0141,0.006,NONE,False,False,0.2077,MODERATE_RISK,-1,True,-0.1074
prod_20004043,20004043,1000164,Phones & Telecommunications,4.28,74,177,235,13,0.0103,0.0244,0.0009,46,0.001171,282,0.013,0.007,NONE,False,False,0.1949,MODERATE_RISK,-1,True,-0.1074
prod_20004249,20004249,1000060,Automotive,4.24,79,183,242,14,0.0099,0.025,0.0009,46,0.001218,714,0.0141,0.006,NONE,False,False,0.2042,MODERATE_RISK,-1,True,-0.1066
prod_20004557,20004557,1000264,Phones & Telecommunications,4.01,67,172,216,13,0.0113,0.0274,0.0008,46,0.001077,282,0.013,0.007,UNCERTIFIED_MED,False,True,0.1842,MODERATE_RISK,-1,True,-0.1066
prod_20003331,20003331,1000138,Phones & Telecommunications,5.0,1,4,4,1,0.254,1.0,0.0048,4,6.1e-05,714,0.0141,0.006,NONE,False,False,0.0449,LOW_RISK,-1,True,-0.1058
prod_20002252,20002252,1000407,Phones & Telecommunications,5.0,1,4,4,1,0.254,1.0,0.0048,4,6.1e-05,714,0.0141,0.006,NONE,False,False,0.0473,LOW_RISK,-1,True,-0.1058
prod_20002097,20002097,1000302,Jewelry & Accessories,4.1,60,175,205,11,0.0119,0.0323,0.0007,46,0.001092,282,0.013,0.007,NONE,False,False,0.1848,MODERATE_RISK,-1,True,-0.1028
prod_20003052,20003052,1000061,Home & Garden,4.23,75,207,270,9,0.0104,0.0211,0.0009,46,0.00132,714,0.0141,0.006,NONE,False,False,0.2031,MODERATE_RISK,-1,True,-0.1007
prod_20002104,20002104,1000375,Consumer Electronics,3.95,74,172,218,8,0.0104,0.0312,0.0009,46,0.001096,282,0.013,0.007,NONE,False,False,0.1842,MODERATE_RISK,-1,True,-0.1001
prod_20002789,20002789,1000243,Consumer Electronics,4.33,66,185,241,13,0.0113,0.0235,0.0009,46,0.001214,714,0.0141,0.006,NONE,False,False,0.2285,MODERATE_RISK,-1,True,-0.0999
prod_20001066,20001066,1000427,Sports & Entertainment,2.0,1,0,0,0,0.0,0.0,0.0,0,3.6e-05,131,0.0,1.0,NONE,False,False,0.0399,LOW_RISK,-1,True,-0.0992
prod_20002421,20002421,1000349,Home & Garden,3.97,68,183,225,9,0.0108,0.0235,0.0008,46,0.00116,714,0.0141,0.006,NONE,False,False,0.187,MODERATE_RISK,-1,True,-0.0991
prod_20003890,20003890,1000375,Automotive,3.0,1,2,2,1,0.1073,0.2,0.003,2,4.8e-05,541,0.15,0.08,NONE,False,False,0.0684,LOW_RISK,-1,True,-0.0985
prod_20001535,20001535,1000460,Consumer Electronics,2.0,1,2,2,1,0.0662,0.125,0.003,2,4.6e-05,541,0.15,0.08,NONE,False,False,0.0409,LOW_RISK,-1,True,-0.0975
prod_20001464,20001464,1000276,Computer & Office,4.17,69,185,237,10,0.0113,0.039,0.0008,46,0.001203,282,0.013,0.007,NONE,False,False,0.1918,MODERATE_RISK,-1,True,-0.0974
prod_20002489,20002489,1000257,Jewelry & Accessories,4.14,70,207,264,8,0.0109,0.0333,0.0009,46,0.001278,714,0.0141,0.006,NONE,False,False,0.2133,MODERATE_RISK,-1,True,-0.0968
prod_20003617,20003617,1000300,Consumer Electronics,4.11,70,176,224,10,0.0104,0.0244,0.001,46,0.001082,282,0.013,0.007,NONE,False,False,0.1912,MODERATE_RISK,-1,True,-0.0959
prod_20003638,20003638,1000242,Automotive,4.12,73,168,214,12,0.0099,0.026,0.001,46,0.001042,282,0.013,0.007,NONE,False,False,0.188,MODERATE_RISK,-1,True,-0.095
prod_20004606,20004606,1000409,Consumer Electronics,4.36,25,73,81,3,0.019,0.0426,0.0013,41,0.000433,541,0.15,0.08,UNCERTIFIED_MED,True,True,0.2816,MODERATE_RISK,-1,True,-0.0935
prod_20002943,20002943,1000100,Tools & Home Improvement,4.17,24,70,82,3,0.0229,0.0426,0.001,36,0.000447,541,0.15,0.08,NONE,False,False,0.1223,LOW_RISK,-1,True,-0.0921
